payCardID,Passenger,age,age_group,payCardSex,payCardBank,total_number_of_Transactions,Most_frequent_corridorName,Most_frequent_tapInStopsName,Most_Frequent_tapOutStopsName,signup_date,last_active_date
4724873649782668,Laila Yulianti,25,Non-Student,F,dki,13,Blok M - Pasar Minggu,Sbr. Kel. Ps. Minggu,Duren Tiga,2023-04-13 11:21:28,2023-04-19 19:27:48
4726207758980912,Suci Wacana,50,Non-Student,M,dki,38,Pulo Gadung 2 - Kuningan,Departemen Kesehatan,Pasar Pulo Gadung,2023-04-03 08:46:12,2023-04-28 20:08:16
4729781006341363,Kamila Ramadan,41,Non-Student,F,dki,39,Blok M - Andara,Sbr. Gereja HKBP Cipete,Hotel Melawai,2023-04-03 06:23:05,2023-04-28 22:25:45
4735363010235782,Viktor Saptono,54,Non-Student,M,dki,4,PGC 2 - Tanjung Priok,Jln. H. Oyar,Cempaka Putih,2023-04-08 08:52:47,2023-04-29 07:07:50
4736304277327671,Ilsa Kurniawan,16,Student,F,dki,14,Poris Plawad - Bundaran Senayan,Pengayoman,Masjid Baiturrahman 1,2023-04-13 08:20:05,2023-04-19 19:02:06
4738454241042571,Hairyanto Hardiansyah,28,Non-Student,F,dki,4,Cilincing - Rorotan,Bundaran HI,Kampung Rambutan,2023-04-09 07:17:33,2023-04-29 15:45:02
4739532514157439,"Widya Hastuti, S.Kom",28,Non-Student,F,dki,36,Kampung Melayu - Tanah Abang,Pal Batu 2,Kampung Melayu Kecil,2023-04-03 07:12:36,2023-04-28 19:33:36
4740523357550472,"Cecep Nababan, S.Ked",41,Non-Student,F,dki,4,Grogol - Meruya via Roxy,Gg. Sawo 1,Gg. Aim 1,2023-04-09 14:10:22,2023-04-30 07:48:22
4746981794942799,"Gara Kuswandari, S.I.Kom",47,Non-Student,M,dki,4,Kampung Melayu - Pondok Kelapa,Gerbang Tol Veteran,Bintaro Kodam,2023-04-08 19:36:18,2023-04-30 16:13:18
4752851022235137,Malika Samosir,54,Non-Student,M,dki,37,Terminal Rawamangun - Cipinang Muara,Persahabatan,Rukan Balai Pustaka,2023-04-03 09:56:38,2023-04-28 10:13:30
4754286332085799,Banara Salahudin,78,Non-Student,M,dki,37,PGC 2 - Grogol 2,Pancoran Barat Arah Timur,BNN LRT,2023-04-03 06:50:09,2023-04-28 20:54:56
4759974348569444,Bambang Aryani,30,Non-Student,F,dki,39,Stasiun Palmerah - Bundaran Senayan,Bundaran Senayan,St. Palmerah,2023-04-03 17:49:43,2023-04-28 18:50:23
4760883584117262,"Drs. Kiandra Mangunsong, S.Farm",31,Non-Student,F,dki,4,BKN - Blok M,Adam Malik 1,PIK Avenue,2023-04-08 17:55:20,2023-04-29 12:39:45
4762996545785189,Laras Zulaika,34,Non-Student,F,dki,3,Cibubur - Kuningan,Kuningan Madya 2,Jln. Swadaya Raya Jelambar,2023-04-16 12:05:24,2023-04-30 07:56:45
4764453041191296,"Bella Marpaung, S.Psi",52,Non-Student,M,dki,1,Rusun Marunda - Tanjung Priok,Rumah Sipitung,Rusun Marunda,2023-04-16 05:27:08,2023-04-16 07:57:31
4766007569419196,"Danu Suartini, S.Farm",14,Student,M,dki,39,Kalideres - Bundaran HI via Veteran,Sumur Bor,Bank Indonesia Arah Selatan,2023-04-03 06:49:46,2023-04-28 18:15:16
4767223872063121,Edi Suryatmi,29,Non-Student,M,dki,13,Senen - Pulo Gadung via Kelapa Gading,Jln. Summagung II Barat,SMP Muhammadiyah 2,2023-04-13 08:19:23,2023-04-19 17:35:57
4775824447575950,Shania Kusumo,77,Non-Student,M,dki,4,Kalideres - Bundaran HI via Veteran,Balai Pertamina,Imigrasi Jaktim 1,2023-04-08 14:30:50,2023-04-30 17:03:59
4776067366589862,"Sutan Kemal Agustina, S.H.",29,Non-Student,F,dki,4,Kampung Melayu - Duren Sawit,Gelora Bung Karno 2,Kayuringin 2,2023-04-09 15:47:17,2023-04-29 15:57:45
4790144523070821,Laswi Kusumo,13,Student,M,dki,14,Pinang Ranti - Pluit,Jembatan Dua,Kuningan Barat,2023-04-13 10:44:12,2023-04-19 20:41:01
4799378402955576,Olivia Prayoga,36,Non-Student,M,dki,39,Blok M - Kota,Bendungan Hilir,Bank Indonesia Arah Utara,2023-04-03 06:28:41,2023-04-28 20:45:48
4800273826652460,Rahayu Winarsih,36,Non-Student,F,dki,4,Cibubur - Balai Kota,BNN LRT,Buperta Cibubur,2023-04-09 19:49:24,2023-04-30 07:46:44
4802014570181753,Tgk. Ami Mustofa,35,Non-Student,M,dki,1,Rusun Pinus Elok - Rusun Pulo Gebang,At Thahiriah 1,Perum Tpi 1,2023-04-13 19:12:54,2023-04-13 19:33:45
4805645458987501,"Ir. Sakura Mayasari, M.M.",38,Non-Student,F,dki,39,Rusun Marunda - Tanjung Priok,Rusun Marunda,Rusun Marunda 1,2023-04-03 09:55:16,2023-04-28 19:13:17
4806753400680924,"KH. Ajiono Farida, M.Farm",41,Non-Student,F,dki,38,Tanah Abang - Kebayoran Lama,Gedung ATC,JPO Blok G,2023-04-03 07:53:05,2023-04-28 21:31:11
4811093995390867,Wani Mansur,13,Student,F,dki,14,Bulak Turi - Tanjung Priok,Rusun Marunda 1,Jl. Marunda Makmur I,2023-04-13 06:29:55,2023-04-19 18:17:27
4816654317647006,"Jaya Saptono, S.Psi",38,Non-Student,F,dki,1,Ragunan - Dukuh Atas 2,Patra Kuningan,Latuharhary,2023-04-11 13:39:19,2023-04-11 14:39:54
4817620823758230,"Dina Halimah, S.Psi",31,Non-Student,F,dki,39,Tanah Abang - Grogol via Tawakal,Wisma Asia II,Simpang Kota Bambu Utara I,2023-04-03 06:21:20,2023-04-28 18:52:40
4820012802801816,Yono Winarsih,43,Non-Student,F,dki,4,Cibubur Junction - Blok M,Kartika Candra,Cibubur Junction,2023-04-08 19:20:21,2023-04-29 07:16:42
4822998072462404,Candrakanta Pratiwi,38,Non-Student,F,dki,14,Term. Rawamangun - Term. Manggarai,Kampus Frans Seda,Kel. Rawamangun,2023-04-13 13:10:31,2023-04-19 19:43:17
4826599994372923,drg. Nalar Prasasta,24,Non-Student,M,dki,4,Kp. Rambutan - Taman Wiladatika,Jati Padang,Karet Kuningan,2023-04-09 16:46:31,2023-04-29 20:54:24
4827442129358526,"R.A. Oliva Yuliarti, M.Kom.",32,Non-Student,F,dki,14,Pulo Gadung 2 - Kuningan,Halimun,Kuningan Madya,2023-04-13 08:25:14,2023-04-19 21:00:54
4836315239761517,"Empluk Ardianto, S.E.I",26,Non-Student,M,dki,4,Cibubur - Kuningan,Patra Kuningan 1,Bundaran Senayan,2023-04-09 05:50:49,2023-04-30 16:53:49
4839065457731638,Leo Wastuti,33,Non-Student,F,dki,1,Gondangdia - Senen,BRI Menteng,Tugu Tani 1,2023-04-30 17:04:56,2023-04-30 18:10:48
4839213833679358,"T. Omar Hassanah, S.IP",20,Non-Student,M,dki,1,Rempoa - Blok M,Mayestik 2,Blok M Jalur 3,2023-04-14 19:41:14,2023-04-14 20:22:43
4840744854508974,"Puti Ellis Haryanti, S.E.",20,Non-Student,F,dki,13,Grogol - Pos Pengumben via Slipi,Jln. H. Nasir Srengseng,Sbr. Ps. Pengampuan,2023-04-13 10:07:42,2023-04-19 17:01:34
4844866858023357,Mila Prasetyo,50,Non-Student,M,dki,4,BSD Serpong - Fatmawati,Bidara Cina 2,Carrefour Lebak Bulus,2023-04-08 05:57:35,2023-04-30 09:46:11
4846285352667528,Ilyas Rahimah,40,Non-Student,F,dki,36,Cililitan - Dwikora,Cililitan Besar 1,PGC Dalam,2023-04-03 06:32:49,2023-04-28 05:36:40
4847987759140889,R.M. Jarwa Pradipta,23,Non-Student,M,dki,1,Tanjung Priok - Sukapura,Gading Griya Lestari,Jln. Elpa Putih II,2023-04-10 15:43:32,2023-04-10 16:10:20
4851113638274418,Dono Situmorang,12,Student,F,dki,38,Terminal Rawamangun - Cipinang Muara,Sbr. Jln. H. Hanafi Cipinang,Sudin Pencatatan Sipil 1,2023-04-03 07:58:24,2023-04-28 19:08:46
4857511536859376,Laras Salahudin,21,Non-Student,F,dki,38,Cilangkap - Cililitan,Simpang Raya Bogor Cililitan,Ps. Kramat Jati 1,2023-04-03 06:24:59,2023-04-28 20:13:33
4861975056603973,Kiandra Farida,29,Non-Student,F,dki,40,Blok M - Pasar Minggu,Grand Pasar Minggu,Tendean 1,2023-04-03 08:40:04,2023-04-28 22:36:48
4866640196160616,Puji Padmasari,59,Non-Student,F,dki,39,Tanah Abang - Grogol via Tawakal,Explorer Tanah Abang,Jln. Kota Bambu Selatan IV,2023-04-03 07:40:58,2023-04-28 20:17:21
4868902332492297,"drg. Salimah Pranowo, S.E.",35,Non-Student,M,dki,38,Lebak Bulus - Cipulir,SDN Pesanggrahan 10 Pagi,St. MRT Lebak Bulus,2023-04-03 09:01:24,2023-04-28 22:26:23
4879699657417431,Elon Laksmiwati,15,Student,F,dki,4,Bintara - Cipinang Indah,Departemen Kesehatan,GOR Sumantri,2023-04-08 08:16:38,2023-04-29 11:20:58
4883884234588862,R.A. Endah Hardiansyah,58,Non-Student,M,dki,14,Tanah Abang - Meruya,Simpang Meruya Ilir Srengseng,Olieku Jln. Aries Permai,2023-04-13 07:33:55,2023-04-19 16:45:36
4885331907664776,Gandi Widodo,27,Non-Student,F,dki,40,Stasiun Tebet - Karet via Patra Kuningan,Kemenkes 2,Sampoerna Strategic,2023-04-03 05:42:44,2023-04-28 18:13:01
4885706111446864,Drs. Lasmanto Wacana,37,Non-Student,F,dki,40,Roxy - Benhil,JPO Blok G,PU Irigasi,2023-04-03 07:26:53,2023-04-28 23:30:10
4888709601933075,"Natalia Sinaga, S.Gz",24,Non-Student,F,dki,1,JIS - Terminal Muara Angke,Sbr. Jln. Mangga Dua Dalam,Simpang Kopi Bandengan Selatan,2023-04-27 14:06:21,2023-04-27 16:32:27
4890377962908080,Lembah Nuraini,15,Student,F,dki,1,Kampung Melayu - Pulo Gadung,Simpang Pisangan Lama Selatan III,Ps. Pagi Kayu Putih Selatan,2023-04-13 15:20:41,2023-04-13 15:53:48
4893901061192218,"dr. Ellis Nugroho, S.E.I",36,Non-Student,F,dki,4,Bulak Turi - Tanjung Priok,Buperta Cibubur,Cibubur Junction,2023-04-08 20:02:08,2023-04-29 21:18:34
4894146910205774,"Baktianto Suartini, S.I.Kom",22,Non-Student,M,dki,39,Tanah Abang - Meruya,Sekolah Tarsisius 2,Ruko Meruya Ilir,2023-04-03 05:02:59,2023-04-28 18:44:39
4899581514802532,Gawati Tarihoran,45,Non-Student,F,dki,4,Pasar Minggu - Tanah Abang,Carrefour Lebak Bulus,Pospol Jati Bunder,2023-04-08 11:29:53,2023-04-30 09:54:36
4905734029265594,Ega Andriani,34,Non-Student,F,dki,38,Senen - Blok M,Bank Indonesia 2,St. Gambir 2,2023-04-03 06:26:34,2023-04-28 18:45:56
4907137439448917,Emong Prasetya,19,Non-Student,F,dki,1,Pinang Ranti - Pramuka,Pinang Ranti,Garuda Taman Mini,2023-04-25 17:26:21,2023-04-25 20:09:21
4920568766034164,Latif Putra,48,Non-Student,M,dki,38,Cilincing - Rorotan,Gg. H. Abdullah Marunda,Gg. Damai I Rorotan,2023-04-03 07:10:42,2023-04-28 18:56:17
4924888393613412,Zelda Irawan,41,Non-Student,M,dki,37,Blok M - Universitas Indonesia,Brimob Pejaten Barat 2,Carrefour Pejaten Barat,2023-04-03 07:21:07,2023-04-28 20:56:59
4938666263945591,Marsudi Hastuti,16,Student,M,dki,4,Ragunan - Blok M via Kemang,Komplek KPLP Marunda,Duren Tiga,2023-04-09 15:08:27,2023-04-30 17:50:22
4939292313812746,Warta Siregar,30,Non-Student,F,dki,4,Gondangdia - Senen,Jln. Swadaya Pln,Jln. Budi Mulia Utara,2023-04-08 05:28:12,2023-04-29 13:31:48
4947438345710982,Rahayu Rahayu,18,Student,F,dki,38,Kampung Melayu - Tanah Abang via Cikini,JPO Blok E,Pharmin,2023-04-03 05:29:43,2023-04-28 18:55:02
4947631601276165,"Icha Gunarto, M.Pd",27,Non-Student,F,dki,3,Ciputat - Kampung Rambutan,Kampung Rambutan,Pom Bensin Ciputat,2023-04-08 10:50:49,2023-04-29 16:57:23
4949430360722628,Fathonah Saefullah,28,Non-Student,F,dki,39,Rempoa - Blok M,Masjid Pondok Indah 1,Kel. Bintaro,2023-04-03 07:07:47,2023-04-28 20:07:00
4951106743101541,Dr. Ulva Mandala,51,Non-Student,M,dki,39,Rusun Jatinegara Kaum - Pulo Gadung,Ps. Pulo Gadung 1,Jatinegara Kaum Raya Bekasi,2023-04-03 09:36:33,2023-04-28 19:56:44
4956563442422641,Citra Wahyuni,22,Non-Student,F,dki,14,Rusun Jati Rawasari - Senen,Bengkel Jln. Letjen Suprapto,RSPAD 1,2023-04-13 11:21:54,2023-04-19 19:39:54
4959718468452404,Dalima Iswahyudi,26,Non-Student,F,dki,4,Kampung Rambutan - Lebak Bulus,Jatipadang Raya,Pondok Indah 1,2023-04-08 15:21:48,2023-04-30 06:16:41
4961293020468542,"Wawan Sudiati, S.IP",17,Student,F,dki,39,Taman Kota - Budi Luhur,Jln. B Basmol Raya,Perum Taman Kota 2,2023-04-03 05:05:14,2023-04-28 18:24:23
4963448495299008,"R. Shakila Mansur, M.Farm",30,Non-Student,F,dki,1,Blok M - Andara,Jln. Palatehan II,SMPN 68,2023-04-09 16:41:47,2023-04-09 19:22:11
4965754419769895,Nasrullah Megantara,42,Non-Student,M,dki,40,Blok M - Kota,Bendungan Hilir,Kali Besar Barat,2023-04-03 08:01:27,2023-04-28 22:29:55
4968046754220924,Umay Nasyidah,19,Non-Student,M,dki,4,Cibubur - BKN,Bendungan Hilir,Cibubur Junction,2023-04-09 12:26:41,2023-04-30 21:00:56
4968156435384914,Martana Suartini,17,Student,F,dki,39,Pulo Gebang - Matraman,St. Jatinegara 2,Jatinegara RS Premier,2023-04-03 05:48:55,2023-04-28 19:08:23
4969389181181692,Jabal Siregar,42,Non-Student,F,dki,35,Puri Kembangan - Sentraland Cengkareng,Jln. KH Hasim,Puri Kembangan,2023-04-03 06:52:22,2023-04-28 19:42:44
4974804949914047,Gangsar Siregar,28,Non-Student,M,dki,36,Pulo Gadung - Rawa Buaya via Balai Kota,Pulo Mas,Pulo Gadung 1,2023-04-03 06:11:34,2023-04-28 18:50:24
4988303565741275,Yuliana Mayasari,30,Non-Student,M,dki,39,Palem Semi - Bundaran Senayan,Bundaran Senayan 1,Bundaran Senayan 2,2023-04-03 09:02:34,2023-04-28 19:55:02
4991481114103745,Prayogo Oktaviani,24,Non-Student,M,dki,13,Cililitan - Kp. Pulo,Sbr. Persada Purnawira Halim,Sbr. Jln. H. Sidan,2023-04-13 12:42:08,2023-04-19 18:39:14
4993263234061542,Padma Laksmiwati,16,Student,F,dki,4,Kp. Rambutan - Kalisari,Kampung Irian Gg. IV,Jln. Pule I Cijantung,2023-04-09 05:17:08,2023-04-30 22:10:10
4993628236551825,Ian Pangestu,41,Non-Student,M,dki,12,Terminal Kampung Melayu - Terminal Klender,Sbr. Ps. Rawa Bening,Jln. Jatinegara Timur III,2023-04-13 12:21:00,2023-04-19 20:35:04
4996225095064169,Emong Wastuti,32,Non-Student,F,dki,37,Pantai Maju - Kota,Mayang Permai,Simpang Mandara Permai 2,2023-04-03 05:59:06,2023-04-28 18:08:00
5114535082212157,"Kenari Setiawan, S.Sos",32,Non-Student,F,dki,14,Ragunan - Blok M via Kemang,Arsip Nasional RI 1,Pengadilan Negeri Jaksel 2,2023-04-13 09:53:23,2023-04-19 21:47:16
5115620173064813,Budi Palastri,37,Non-Student,F,dki,4,Bekasi Timur - Cawang,Jln. Bambu Hubuny,GP Mall 1,2023-04-08 05:11:17,2023-04-29 14:24:48
5125406223322395,"drg. Usyi Halimah, S.E.",20,Non-Student,F,dki,39,Tanah Abang - Kota,Rusun Karang Anyar,AURI Jatibaru,2023-04-03 06:33:06,2023-04-28 17:55:37
5127142251737778,Maimunah Melani,36,Non-Student,F,dki,4,Bulak Ringin - Kampung Rambutan,ASMI,Jln. H. Ali Solihin Cibubur,2023-04-08 21:18:12,2023-04-30 09:01:40
5134532253940704,Suci Wacana,39,Non-Student,M,dki,37,Pelabuhan Kaliadem - Kota,SMAK Penabur Enam 2,Pelabuhan Kali Adem,2023-04-03 06:12:41,2023-04-28 18:29:19
5152592939536679,"Rahman Novitasari, S.Kom",25,Non-Student,F,dki,3,BKN - Blok M,Ampera 1,Jln. Nangka 1,2023-04-09 20:42:28,2023-04-30 08:02:04
5155559057141068,"Drs. Elma Tampubolon, S.Kom",59,Non-Student,M,dki,4,Kampung Melayu - Tanah Abang,Gg. H Piran,H. Alwi,2023-04-08 17:31:14,2023-04-30 10:45:42
5164263631970030,dr. Kamaria Najmudin,43,Non-Student,M,dki,40,Cempaka Putih - Pulo Gadung via Kelapa Gading,Gereja Tiberias Kelapa Gading,Jln. Kelapa Nias IV,2023-04-03 06:49:42,2023-04-28 23:15:30
5168477096207938,Wani Permadi,44,Non-Student,F,dki,4,Kalibata - Kuningan,Flyover Raya Bogor,Kayu Putih Rawasari,2023-04-09 08:42:52,2023-04-29 19:11:25
5172515308476777,Cut Azalea Sihombing,39,Non-Student,F,dki,4,Pantai Maju - Kota,Cipinang Lontar,Gold Coast,2023-04-08 06:08:37,2023-04-29 06:53:32
5209931277664722,R.M. Taufan Maryadi,49,Non-Student,F,dki,1,Ciputat - Kampung Rambutan,Jln. Pesanggrahan,Jln. Ar Ridho,2023-04-18 06:02:33,2023-04-18 07:52:44
5220242748386167,Tasnim Sihombing,17,Student,F,dki,14,Kampung Rambutan - Monas,Karet Sudirman,Karet Sudirman,2023-04-13 08:35:51,2023-04-19 20:17:23
5238509910340929,"Dr. Novi Budiman, S.IP",29,Non-Student,F,dki,4,Depok - BKN,Flyover Slipi Kemanggisan,Balai Kota 1,2023-04-08 07:55:00,2023-04-30 19:29:33
5250092671931114,Kenzie Pranowo,68,Non-Student,F,dki,38,Lebak Bulus - Petukangan,Masjid Hifdzirrahim,Lebak Bulus Jak Lingko,2023-04-03 06:23:09,2023-04-28 18:58:25
5253907658951545,"Farah Hardiansyah, M.M.",14,Student,F,dki,38,Puri Beta - Ragunan,CSW 1,Rawa Barat,2023-04-03 09:59:00,2023-04-28 20:32:43
5257753207807101,"Jasmin Dabukke, M.TI.",45,Non-Student,M,dki,1,Matraman Baru - Ancol,Salemba Carolus,Kramat Sentiong,2023-04-21 17:34:58,2023-04-21 20:30:57
5284657247304556,H. Reksa Tampubolon,17,Student,M,dki,14,Kelapa Gading - Rusun Kemayoran,Jln. Janur Indah XI,Boulevard Inspeksi Kali Sunter,2023-04-13 07:37:27,2023-04-19 18:04:26
5289819176553968,Cengkir Widodo,34,Non-Student,F,dki,4,Kampung Rambutan - Pasar Rebo via Poncol,Dharma Bakti Cijantung,Gg. Molen,2023-04-09 20:24:32,2023-04-29 10:19:19
5305875661679544,Intan Pangestu,12,Student,F,dki,3,Batusari - Grogol,Gardu Induk Plumpang,Kampung Sumur,2023-04-15 12:27:53,2023-04-29 07:26:15
5306981792743198,Sakti Puspita,36,Non-Student,F,dki,4,Rusun Pinus Elok - Rusun Pulo Gebang,Gg. Sawo 1,Penggilingan 1,2023-04-08 16:18:59,2023-04-29 20:04:26
5321470256126935,"Tania Halimah, S.Ked",22,Non-Student,F,dki,14,Puri Beta - Pancoran Barat,CSW 1,Pancoran Barat Arah Timur,2023-04-13 09:52:15,2023-04-19 17:40:00
5336700906288492,Ibrahim Farida,49,Non-Student,F,dki,38,Kampung Rambutan - Bidara Cina,Tanah Merdeka Arah Timur,Kampung Rambutan,2023-04-03 06:56:17,2023-04-28 23:40:50
5341741857403600,"Drs. Oliva Mandala, S.H.",39,Non-Student,M,dki,4,Cempaka Putih - Pulo Gadung via Kelapa Gading,Boulevard Kelapa Cengkir Raya,Buperta Cibubur,2023-04-09 11:54:27,2023-04-30 07:06:05
5348700024599545,Nilam Purnawati,42,Non-Student,F,dki,40,Monas - Pantai Indah Kapuk,IRTI,Food Street,2023-04-03 08:59:47,2023-04-28 20:25:47
5430018591726410,Karna Waskita,43,Non-Student,M,dki,39,Terminal Tanjung Priok - Ancol Barat,SMA 40,Jln. R. E. Martadinata,2023-04-03 06:43:49,2023-04-28 19:27:01
5437689300738558,Mala Mardhiyah,24,Non-Student,M,dki,3,Pulo Gadung 2 - Kuningan,Gg. VIII Muara Baru,Pramuka BPKP,2023-04-09 17:59:00,2023-04-29 14:23:23
5451437566035173,Tgk. Upik Samosir,29,Non-Student,M,dki,4,Cibubur Junction - Blok M,Dapsus 2,Ancol,2023-04-08 20:44:18,2023-04-29 07:11:36
5465310774429054,Hj. Rahmi Hartati,14,Student,F,dki,38,Terminal Tanah Merah - Pulo Gadung,Jln. Gading Mas Barat IV,Boulevard Kelapa Hybrida Raya 2,2023-04-03 06:59:14,2023-04-28 17:59:46
5470428062544344,Kamila Sudiati,36,Non-Student,M,dki,38,Pulo Gebang - Pulo Gadung 2 via PIK,Jln. Kesadaran Pool Bus 1,Jagal 2,2023-04-03 06:16:40,2023-04-28 23:20:36
5473439177945786,Anom Anggriawan,19,Non-Student,F,dki,39,Puri Beta - Dukuh Atas,Pancoran Barat Arah Barat,Puri Beta 2,2023-04-03 06:35:09,2023-04-28 20:12:22
5485694816065091,Alika Waskita,15,Student,F,dki,3,Harapan Indah - ASMI,Pulo Mas Bypass,BNN LRT,2023-04-09 16:56:18,2023-04-30 14:32:17
5493754737294400,Titi Narpati,34,Non-Student,F,dki,4,Pinang Ranti - Pluit,Cikoko Stasiun Cawang Arah Barat,Pancoran Barat Arah Timur,2023-04-09 09:29:16,2023-04-29 17:53:50
5497693436473848,Yance Usada,40,Non-Student,M,dki,4,Blok M - Universitas Indonesia,Gelanggang Remaja,BKN,2023-04-08 11:06:49,2023-04-29 19:42:33
5498307685938018,Zamira Nainggolan,22,Non-Student,F,dki,4,Cilincing - Rorotan,Budi Utomo,Gunung Sahari Mangga Dua,2023-04-09 13:04:14,2023-04-30 19:11:46
5511077339427535,R.A. Rahayu Saptono,29,Non-Student,F,dki,1,BSD - Jelambar,Warung Mangga 1,Kb. Nanas,2023-04-24 10:14:19,2023-04-24 10:35:39
5511678885454136,Nadia Latupono,30,Non-Student,F,dki,1,PGC 2 - Tanjung Priok,Ahmad Yani Bea Cukai,Stasiun Jatinegara Arah Selatan,2023-04-13 07:16:03,2023-04-13 08:21:45
5512989045494139,Samsul Iswahyudi,19,Non-Student,F,dki,38,Pasar Minggu - Jagakarsa,Gg. H. Yusuf Jati Pdang,Jln. Mujair Raya,2023-04-03 05:47:24,2023-04-28 18:35:44
5530470482508325,Jamalia Lestari,21,Non-Student,F,dki,3,Ciputat - CSW,Imigrasi,ASEAN,2023-04-15 14:06:00,2023-04-29 15:51:13
5539337945664584,"Vega Suryono, M.Ak",16,Student,F,dki,4,BSD Serpong - Fatmawati,Gg. H Sayuti I,Bank Indonesia 2,2023-04-08 17:22:06,2023-04-30 12:15:08
5541851157087967,"Oskar Widiastuti, S.Farm",27,Non-Student,F,dki,36,Kampung Melayu - Tanah Abang via Cikini,JPO Blok E,Blok F,2023-04-03 06:32:28,2023-04-28 05:36:32
5542490449138301,Sutan Narji Nasyidah,23,Non-Student,M,dki,38,Rempoa - Blok M,One Park Residences,Jln. Bungur,2023-04-03 06:51:28,2023-04-28 18:25:41
5550195894033357,Cakrabirawa Manullang,43,Non-Student,M,dki,14,Kebayoran Lama - Jelambar,Balai Pertamina,Jelambar,2023-04-13 07:34:28,2023-04-19 20:50:53
5552327039791635,"Hj. Vera Narpati, S.Kom",35,Non-Student,M,dki,39,Cibubur - BKN,Cibubur Junction,BKN,2023-04-03 06:22:52,2023-04-28 18:27:49
5572484380784028,"drg. Jaga Sitompul, S.E.I",31,Non-Student,F,dki,4,Kampung Rambutan - Pondok Gede,Erha Clinic,Midi Utama Danau Indah,2023-04-09 07:39:17,2023-04-29 19:35:59
5578930710752840,Hairyanto Pranowo,39,Non-Student,F,dki,14,Rusun Cipinang Muara - Jatinegara,Imigrasi Jaktim 2,Imigrasi Jaktim 1,2023-04-13 11:37:45,2023-04-19 21:14:24
5584719354047027,"Yance Lazuardi, M.Pd",21,Non-Student,M,dki,4,JIS - Terminal Muara Angke,Budi Utomo,Gunung Sahari Mangga Dua,2023-04-09 17:25:23,2023-04-30 12:54:54
5598479367629402,Uli Prasetyo,39,Non-Student,M,dki,1,BSD - Jelambar,SDN Pondok Jagung 1,Batalyon Kavaleri 1,2023-04-04 12:58:44,2023-04-04 14:37:55
5598626771361457,Karsana Budiman,39,Non-Student,F,dki,38,Rusun Pesakih - Kalideres,Jembatan Pesakih Semanan,Pintu 2 Jembatan Semanan Raya,2023-04-03 06:56:26,2023-04-28 21:51:34
6011016864826912,Novi Tamba,59,Non-Student,M,dki,35,Puri Beta - Kuningan (Express),Puri Beta 2,Patra Kuningan,2023-04-03 06:05:43,2023-04-28 18:35:01
6011018350339285,dr. Indra Maryati,17,Student,M,dki,1,Bekasi Barat - Kuningan,GOR Sumantri 2,Kuningan Madya 2,2023-04-15 05:50:30,2023-04-15 06:31:02
6011024970416149,"Nadia Saragih, S.I.Kom",22,Non-Student,F,dki,13,Kalibata - Kuningan,Komplek Kejari Tebet Dalam,Pengadegan Barat III,2023-04-13 07:56:49,2023-04-19 18:16:37
6011030576594056,Jamalia Permadi,43,Non-Student,F,dki,40,Stasiun Tebet - Karet via Patra Kuningan,Ambassador,Karet Pedurenan 1,2023-04-03 06:14:39,2023-04-28 23:43:26
6011047676641058,Sutan Kariman Situmorang,12,Student,F,dki,37,Pulo Gadung - Rawa Buaya via Balai Kota,RS Islam,RS Sumber Waras,2023-04-03 09:26:00,2023-04-28 23:50:03
6011051787457511,"Tgk. Ifa Damanik, M.Ak",30,Non-Student,F,dki,14,PGC 2 - Grogol 2,Cikoko Stasiun Cawang Arah Barat,PGC 2,2023-04-13 13:16:14,2023-04-19 16:56:38
6011078180763856,Vicky Prastuti,24,Non-Student,F,dki,4,Grogol - Srengseng,Dharma Bakti Cijantung,Bundaran Senayan,2023-04-09 10:30:21,2023-04-30 08:38:59
6011095868107446,Kayla Puspasari,16,Student,M,dki,4,Blok M - Universitas Indonesia,Institut Teknologi Budi Utomo,Koperasi Serba Usaha,2023-04-09 13:08:17,2023-04-30 19:58:42
6011099919397345,Malika Usamah,43,Non-Student,M,dki,38,Semper - Rorotan,Pusdiklatnas 1,Jln. Kaliabang Rorotan,2023-04-03 06:26:36,2023-04-28 20:35:28
6011114900479836,dr. Bala Kusmawati,47,Non-Student,M,dki,39,Ciputat - Kampung Rambutan,Jln. Asmin 2,Cirendeu Permai,2023-04-03 09:53:49,2023-04-28 20:04:05
6011141476414459,Kariman Rajata,53,Non-Student,M,dki,39,Bintaro - Blok M,Kantor Pos Kebayoran Lama,Pasar Kebayoran Lama,2023-04-03 05:18:27,2023-04-28 17:57:26
6011155279877282,Azalea Tarihoran,44,Non-Student,M,dki,4,Dukuh Atas - Casablanca via Epicentrum Raya,Ampera 1,Gg. Tamansari Ragunan,2023-04-09 18:15:37,2023-04-30 16:36:20
6011158789391307,"Shania Mustofa, S.Sos",55,Non-Student,M,dki,3,Ciputat - CSW,Buncit Indah,Kejaksaan Agung,2023-04-09 07:10:35,2023-04-22 18:26:15
6011162006507240,Lasmanto Budiman,35,Non-Student,M,dki,38,Cililitan - Kp. Pulo,Graha Dirgantara,Sbr. Jln. Masjid Al Munir,2023-04-03 05:42:25,2023-04-28 06:35:22
6011188267590104,dr. Gamani Habibi,38,Non-Student,F,dki,1,Sunter Boulevard Barat - Penjaringan,Bandengan Selatan,Penjaringan,2023-04-02 21:11:56,2023-04-02 22:56:25
